source,doi,das_in_paper_support,openalex_type,title_front_matter,trivially_true,n_files,n_files_parsed,paper_class,any_observation
ws,10.2166/ws.2024.128,structured supplement,article,FALSE,FALSE,1,1,summary tables,FALSE
ws,10.2166/ws.2024.117,structured supplement,article,FALSE,FALSE,1,1,prose only,FALSE
ws,10.2166/ws.2024.153,structured supplement,article,FALSE,FALSE,1,1,observation tables,TRUE
ws,10.2166/ws.2024.138,structured supplement,article,FALSE,FALSE,1,0,not_attempted,FALSE
ws,10.2166/ws.2024.161,structured supplement,article,FALSE,FALSE,1,1,summary tables,FALSE
ws,10.2166/ws.2024.176,structured supplement,article,FALSE,FALSE,1,1,observation tables,TRUE
ws,10.2166/ws.2024.170,structured supplement,article,FALSE,FALSE,1,1,prose only,FALSE
ws,10.2166/ws.2024.197,structured supplement,article,FALSE,FALSE,1,1,prose only,FALSE
ws,10.2166/ws.2024.208,structured supplement,article,FALSE,FALSE,1,1,prose only,FALSE
ws,10.2166/ws.2024.207,structured supplement,article,FALSE,FALSE,1,1,prose only,FALSE
ws,10.2166/ws.2024.227,structured supplement,article,FALSE,FALSE,2,2,prose only,FALSE
ws,10.2166/ws.2024.251,structured supplement,article,FALSE,FALSE,1,1,observation tables,TRUE
ws,10.2166/ws.2024.257,structured supplement,article,FALSE,FALSE,1,1,prose only,FALSE
ws,10.2166/ws.2024.256,structured supplement,article,FALSE,FALSE,1,1,prose only,FALSE
ws,10.2166/ws.2025.022,structured supplement,article,FALSE,FALSE,1,1,summary tables,FALSE
ws,10.2166/ws.2025.044,structured supplement,article,FALSE,FALSE,1,1,prose only,FALSE
ws,10.2166/ws.2025.039,structured supplement,article,FALSE,FALSE,1,1,summary tables,FALSE
ws,10.2166/ws.2025.062,unstructured supplement,article,FALSE,FALSE,1,0,not_attempted,FALSE
ws,10.2166/ws.2025.075,structured supplement,article,FALSE,FALSE,1,1,observation tables,TRUE
ws,10.2166/ws.2025.079,structured supplement,article,FALSE,FALSE,1,1,observation tables,TRUE
ws,10.2166/ws.2025.080,structured supplement,article,FALSE,FALSE,1,1,prose only,FALSE
ws,10.2166/ws.2025.081,structured supplement,article,FALSE,FALSE,1,1,prose only,FALSE
ws,10.2166/ws.2025.091,structured supplement,article,FALSE,FALSE,2,2,prose only,FALSE
ws,10.2166/ws.2025.094,structured supplement,article,FALSE,FALSE,1,1,prose only,FALSE
ws,10.2166/ws.2026.110,unstructured supplement,article,FALSE,FALSE,1,0,not_attempted,FALSE
ws,10.2166/ws.2026.165,unstructured supplement,article,FALSE,FALSE,1,0,not_attempted,FALSE
