paperid,doi,paper_url,url_source,journal,title,published_year,num_authors,first_author_name,first_author_affiliation,first_author_affiliation_country,data_repo_url,data_repo,license,related_paper_doi,abstract,query_term,retrieval_date
1,10.3390/data8060103,https://doi.org/10.3390/data8060103,mdpi.com,Data,"Physico-Chemical Quality and Physiological Profiles of Microbial Communities in Freshwater Systems of Mega Manila, Philippines",2023,6,Marie Christine M. Obusan,"Microbial Ecology of Terrestrial and Aquatic Systems Laboratory, Institute of Biology, College of Science, University of the Philippines Diliman, Quezon City 1101, Philippines",Philippines,NA,NA,https://creativecommons.org/licenses/by/4.0/,NA,"<jats:p>Studying the quality of freshwater systems and drinking water in highly urbanized megalopolises around the world remains a challenge. This article reports data on the quality of select freshwater systems in Mega Manila, Philippines. Water samples collected between 2020 and 2021 were analyzed for physico-chemical parameters and microbial community metabolic fingerprints, i.e., carbon substrate utilization patterns (CSUPs). The detection of arsenic, lead, cadmium, mercury, polyaromatic hydrocarbons (PAHs), and organochlorine pesticides (OCPs) was carried out using standard chromatography- and spectroscopy-based protocols. Physiological profiles were determined using the Biolog EcoPlate™ system. Eight samples were free of heavy metals, and none contained PAHs or OCPs. Fourteen samples had high microbial activity, as indicated by average well color development (AWCD) and community metabolic diversity (CMD) values. Community-level physiological profiling (CLPP) revealed that (1) samples clustered as groups according to shared CSUPs, and (2) microbial communities in non-drinking samples actively utilized all six substrate classes compared to drinking samples. The data reported here can provide a baseline or a comparator for prospective quality assessments of drinking water and freshwater sources in the region. Metabolic fingerprinting using CSUPs is a simple and cheap phenotypic analysis of microbial communities and their physiological activity in aquatic environments.</jats:p>",water quality,2026-07-23
2,10.3390/data8090141,https://doi.org/10.3390/data8090141,mdpi.com,Data,Thailand Raw Water Quality Dataset Analysis and Evaluation,2023,6,Jaturapith Krohkaew,"Department of Big Data Management and Analytics, Rajamangala University of Technology Thanyaburi, Pathum Thani 12110, Thailand",Thailand,https://doi.org/10.21227/3q8d-jw96,IEEE DataPort,https://creativecommons.org/licenses/by/4.0/,NA,"<jats:p>Sustainable water quality data are important for understanding historical variability and trends in river regimes, as well as the impact of industrial waste on the health of aquatic ecosystems. Sustainable water management practices heavily depend on reliable and comprehensive data, prompting the need for accurate monitoring and assessment of water quality parameters. This research describes a reconstructed daily water quality dataset that complements rare historical observations for six station points along the Chao Phraya River in Thailand. Internet of Things technology and a Eureka water probe sensor is used to collect and reconstruct the water quality dataset for the period from June 2022–February 2023, with Turbidity, Optical Dissolved Oxygen, Dissolved Oxygen Saturation, Spatial Conductivity, Acidity/Basicity, Total Dissolved Solids, Salinity, Temperature, Chlorophyll, and Depth as the recorded parameters from six different stations. The presented dataset comprises a total of 211,322 data points, which are separated into six CSV files. The dataset is then evaluated using the Long Short-Term Memory (LSTM) algorithm with a Mean Squared Error (MSE) of 0.0012256, and Root Mean Squared Error (RMSE) of 0.0350080. The proposed dataset provides valuable insights for researchers studying river ecosystems, supporting informed decision-making and sustainable water management practices.</jats:p>",drinking water; water quality; water sanitation,2026-07-23
3,10.46471/gigabyte.167,https://doi.org/10.46471/gigabyte.167,gigabytejournal.com,GigaByte,"Collection of entomological, demographic, water and sanitation, and climatic data of interest for arbovirus surveillance in Praia, Cabo Verde",2025,7,Lara Ferrero Gómez,Universidade Jean Piaget de Cabo Verde,Cabo Verde,https://doi.org/10.15468/gx8zn4,GBIF,https://creativecommons.org/licenses/by/4.0/,NA,"<jats:p>Vector-borne diseases, primarily those transmitted by mosquitoes, are a serious public health problem. Some, such as dengue, put half of the world’s population at risk. Combating these diseases requires multifaceted strategies, with vector surveillance and control playing key roles. Robust and predictive surveillance systems for vector-borne diseases, based on risk stratification, enable the implementation of appropriate interventions across time and space. Here, we present a collection of entomological, demographic, water and sanitation, and climatic data from Praia (Cabo Verde), a hotspot for mosquito-borne diseases. These data were collected from June to November 2022, at 40 sentinel points scattered across the urban area of Praia. They constitute a valuable source of information for developing predictive scenarios of arbovirus outbreak risk using statistical models applied to spatial and non-spatial indicators. These data demonstrate the utility of GBIF in transforming large volumes of occurrence data into valuable information for arbovirus surveillance and vector control.</jats:p>",drinking water; sanitation; water quality; water sanitation,2026-07-23
4,10.1038/sdata.2018.108,https://doi.org/10.1038/sdata.2018.108,nature.com,Scientific Data,Freshwater macroinvertebrate samples from a water quality monitoring network in the Iberian Peninsula,2018,7,Nora Escribano,NA,NA,https://doi.org/10.15470/gkiznu,GBIF,https://creativecommons.org/licenses/by/4.0,NA,"<jats:title>Abstract</jats:title><jats:p>This dataset gathers information about the macroinvertatebrate samples and environmental variables collected on rivers of the Ebro River Basin (NE Iberian Peninsula), the second largest catchment in the Iberian Peninsula. The collection is composed of 1,776 sampling events carried out between 2005 and 2015 at more than 400 sampling sites. This dataset is part of a monitoring network set up by the Ebro Hydrographic Confederation, the official body entrusted with the care of the basin, to fulfill the requirements of the European Water Framework Directive. Biological indices based on the freshwater macroinvertebrate communities were used to evaluate the ecological status of the water bodies within the basin. Samples were qualitatively screened for all occurring taxa. Then, all individuals from all taxa in a quantitative subsample of each sample were counted. Biological indices were calculated to estimate water quality at each sampling site. All samples are kept at the Museum of Zoology of the University of Navarra.</jats:p>",drinking water; water quality; water sanitation,2026-07-23
5,10.1038/s41597-022-01439-7,https://doi.org/10.1038/s41597-022-01439-7,nature.com,Scientific Data,Greenhouse gas emissions from municipal wastewater treatment facilities in China from 2006 to 2019,2022,9,Dan Wang,NA,NA,https://doi.org/10.6084/m9.figshare.19158206.v1,Figshare,https://creativecommons.org/licenses/by/4.0,NA,"<jats:title>Abstract</jats:title><jats:p>Wastewater treatment plants (WWTPs) alleviate water pollution but also induce resource consumption and environmental impacts especially greenhouse gas (GHG) emissions. Mitigating GHG emissions of WWTPs can contribute to achieving carbon neutrality in China. But there is still a lack of a high-resolution and time-series GHG emission inventories of WWTPs in China. In this study, we construct a firm-level emission inventory of WWTPs for CH<jats:sub>4</jats:sub>, N<jats:sub>2</jats:sub>O and CO<jats:sub>2</jats:sub> emissions from different wastewater treatment processes, energy consumption and effluent discharge for the time-period from 2006 to 2019. We aim to develop a transparent, verifiable and comparable WWTP GHG emission inventory to support GHG mitigation of WWTPs in China.</jats:p>",drinking water; wastewater; water quality; water sanitation,2026-07-23
6,10.1038/s41597-022-01686-8,https://doi.org/10.1038/s41597-022-01686-8,nature.com,Scientific Data,Bacteria communities and water quality parameters in riverine water and sediments near wastewater discharges,2022,6,Carolina Oliveira de Santana,NA,NA,https://doi.org/10.5061/dryad.2z34tmpp7; https://www.ncbi.nlm.nih.gov/sra/?term=SRP221580,Dryad,https://creativecommons.org/licenses/by/4.0,NA,"<jats:title>Abstract</jats:title><jats:p>Wastewater treatment plant (WWTP) discharges alter water quality and microbial communities by introducing human-associated bacteria in the environment and by altering microbial communities. To fully understand this impact, it is crucial to study whether WWTP discharges affect water and sediments microbial communities in comparable ways and whether such effects depend on specific environmental variables. Here, we present a dataset investigating the impact of a WWTP on water quality and bacterial communities by comparing samples collected directly from the WWTP outflow to surface waters and sediments at two sites above and two sites below it over a period of five months. When possible, we measured five physicochemical variables (e.g., temperature, turbidity, conductivity, dissolved oxygen, and salinity), four bioindicators (e.g., <jats:italic>Escherichia coli</jats:italic>, total coliforms, <jats:italic>Enterococcus</jats:italic> sp., and endotoxins), and two molecular indicators (e.g., <jats:italic>intI1</jats:italic>’s relative abundance, and <jats:italic>16S rRNA</jats:italic> gene profiling). Preliminary results suggest that bioindicators correlate with environmental variables and that bacterial communities present in the water tables, sediments, and treated water differ greatly in composition and structure.</jats:p>",drinking water; wastewater; water quality; water sanitation,2026-07-23
7,10.1038/s41597-022-01749-w,https://doi.org/10.1038/s41597-022-01749-w,nature.com,Scientific Data,"Freshwater microbial metagenomes sampled across different water body characteristics, space and time in Israel",2022,13,Ashraf Al-Ashhab,NA,NA,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA488159; https://www.ncbi.nlm.nih.gov/bioproject/PRJNA497963,NCBI/EBI,https://creativecommons.org/licenses/by/4.0,NA,"<jats:title>Abstract</jats:title><jats:p>Freshwater bodies are critical components of terrestrial ecosystems. The microbial communities of freshwater ecosystems are intimately linked water quality. These microbes interact with, utilize and recycle inorganic elements and organic matter. Here, we present three metagenomic sequence datasets (total of 182.9 Gbp) from different freshwater environments in Israel. The first dataset is from diverse freshwater bodies intended for different usages – a nature reserve, irrigation and aquaculture facilities, a tertiary wastewater treatment plant and a desert rainfall reservoir. The second represents a two-year time-series, collected during 2013–2014 at roughly monthly intervals, from a water reservoir connected to an aquaculture facility. The third is from several time-points during the winter and spring of 2015 in Lake Kinneret, including a bloom of the cyanobacterium Microcystis sp. These datasets are accompanied by physical, chemical, and biological measurements at each sampling point. We expect that these metagenomes will facilitate a wide range of comparative studies that seek to illuminate new aspects of freshwater microbial ecosystems and inform future water quality management approaches.</jats:p>",drinking water; water quality; water sanitation,2026-07-23
8,10.1038/s41597-025-04537-4,https://doi.org/10.1038/s41597-025-04537-4,nature.com,Scientific Data,The Water Health Open Knowledge Graph,2025,3,Anna Sofia Lippolis,NA,NA,https://zenodo.org/communities/whow; https://doi.org/10.5281/zenodo.14505948,Zenodo,https://creativecommons.org/licenses/by/4.0,NA,"<jats:title>Abstract</jats:title>
          <jats:p>Global sustainability challenges have recently led to an increasing interest in the management of water and health resources. Thus, the availability of effective, meaningful and open data is crucial to address those issues in the broader context of the Sustainable Development Goals of clean water and sanitation as targeted by the United Nations. In this paper, we present the Water Health Open Knowledge Graph (WHOW-KG) along with its design methodology and analysis on impact. Developed in the context of the EU-funded WHOW (Water Health Open Knowledge) project, the WHOW-KG is a semantic knowledge graph that models data on water consumption, pollution, extreme weather events, infectious disease rates and drug distribution. Indeed, it aims at supporting a wide range of applications: from knowledge discovery to decision-making, making it a valuable resource for researchers, policymakers, and practitioners in the water and health domains. The WHOW-KG consists of a network of five ontologies and related linked open data, modelled according to those ontologies. As a fully distributed system, it is sustainable over time, can handle large datasets, and allows data providers full control, establishing it as a vital European asset in the fields of water consumption and pollution.</jats:p>",drinking water; water quality; water sanitation,2026-07-23
